#,Title,Notes,Tags,Text Overlay,Duration,Date,Pitcher,Hitter,Inning,Score,Runners On Base,Outs,Count,Pitch Result,Pitch Type,Velocity (MPH),BIP Type,BIP Result,Non-BIP Result
141,"Jensen, C. VS Villegas, C.",Stanford University vs Cal Poly,,,00:00:05.3,,"Jensen, C.","Villegas, C.",B3,8-1, - ,0,3-2,Foul,Fastball,0,,,,
142,"Jensen, C. VS Villegas, C.",Stanford University vs Cal Poly,,,00:00:04.7,,"Jensen, C.","Villegas, C.",B3,8-1, - ,0,3-2,Ball,Fastball,0,,,Walk,
143,"Jensen, C. VS Marinconz, N.",Stanford University vs Cal Poly,,,00:00:07.9,,"Jensen, C.","Marinconz, N.",B3,8-1,1B,0,0-0,Ball,Fastball,0,,,,
144,"Jensen, C. VS Marinconz, N.",Stanford University vs Cal Poly,,,00:00:05.4,,"Jensen, C.","Marinconz, N.",B3,8-1, - ,1,1-0,Ball,Curveball,0,,,,
145,"Jensen, C. VS Marinconz, N.",Stanford University vs Cal Poly,,,00:00:04.8,,"Jensen, C.","Marinconz, N.",B3,8-1, - ,1,2-0,Ball,Fastball,0,,,,
146,"Jensen, C. VS Marinconz, N.",Stanford University vs Cal Poly,,,00:00:05.4,,"Jensen, C.","Marinconz, N.",B3,8-1, - ,1,3-0,Strike Taken,Fastball,0,,,,
147,"Jensen, C. VS Marinconz, N.",Stanford University vs Cal Poly,,,00:00:05.7,,"Jensen, C.","Marinconz, N.",B3,8-1, - ,1,3-1,Strike Taken,Fastball,0,,,,
148,"Jensen, C. VS Marinconz, N.",Stanford University vs Cal Poly,,,00:00:12.3,,"Jensen, C.","Marinconz, N.",B3,8-1, - ,1,3-2,BIP,Fastball,0,Ground Ball,Single,,
149,"Jensen, C. VS Haas, M.",Stanford University vs Cal Poly,,,00:00:06.0,,"Jensen, C.","Haas, M.",B3,8-1,1B,1,0-0,Ball,Fastball,0,,,,
150,"Jensen, C. VS Haas, M.",Stanford University vs Cal Poly,,,00:00:05.4,,"Jensen, C.","Haas, M.",B3,8-1,1B,1,1-0,Strike Taken,Fastball,0,,,,
151,"Jensen, C. VS Haas, M.",Stanford University vs Cal Poly,,,00:00:04.8,,"Jensen, C.","Haas, M.",B3,8-1,1B,1,1-1,Strike Swinging,Curveball,0,,,,
152,"Jensen, C. VS Haas, M.",Stanford University vs Cal Poly,,,00:00:04.8,,"Jensen, C.","Haas, M.",B3,8-1,1B,1,1-2,Strike Swinging,Curveball,0,,,Strikeout,
153,"Jensen, C. VS Samuelson, T.",Stanford University vs Cal Poly,,,00:00:05.5,,"Jensen, C.","Samuelson, T.",B3,8-1,1B,2,0-0,Strike Taken,Curveball,0,,,,
154,"Jensen, C. VS Samuelson, T.",Stanford University vs Cal Poly,,,00:00:04.7,,"Jensen, C.","Samuelson, T.",B3,8-1,1B,2,0-1,Ball,Fastball,0,,,,
155,"Jensen, C. VS Samuelson, T.",Stanford University vs Cal Poly,,,00:00:11.2,,"Jensen, C.","Samuelson, T.",B3,8-1,1B,2,1-1,BIP,Fastball,0,Ground Ball,Fielder's Choice - Out,,
156,"Jensen, C. VS Yates, C.",Stanford University vs UCLA,,,00:00:05.7,,"Jensen, C.","Yates, C.",B9,9-2, - ,0,0-0,Foul,Fastball,88,,,,
157,"Jensen, C. VS Yates, C.",Stanford University vs UCLA,,,00:00:05.8,,"Jensen, C.","Yates, C.",B9,9-2, - ,0,0-1,Strike Taken,Fastball,87,,,,
158,"Jensen, C. VS Yates, C.",Stanford University vs UCLA,,,00:00:08.7,,"Jensen, C.","Yates, C.",B9,9-2, - ,0,0-2,BIP,Slider,76,Ground Ball,Groundout,,
159,"Jensen, C. VS Oyama, K.",Stanford University vs UCLA,,,00:00:05.4,,"Jensen, C.","Oyama, K.",B9,9-2, - ,1,0-0,Strike Taken,Fastball,86,,,,
160,"Jensen, C. VS Oyama, K.",Stanford University vs UCLA,,,00:00:05.4,,"Jensen, C.","Oyama, K.",B9,9-2, - ,1,0-1,Ball,Fastball,87,,,,
161,"Jensen, C. VS Oyama, K.",Stanford University vs UCLA,,,00:00:05.4,,"Jensen, C.","Oyama, K.",B9,9-2, - ,1,1-1,Ball,Fastball,85,,,,
162,"Jensen, C. VS Oyama, K.",Stanford University vs UCLA,,,00:00:05.4,,"Jensen, C.","Oyama, K.",B9,9-2, - ,1,2-1,Ball,Fastball,87,,,,
163,"Jensen, C. VS Oyama, K.",Stanford University vs UCLA,,,00:00:10.2,,"Jensen, C.","Oyama, K.",B9,9-2, - ,1,3-1,BIP,Fastball,86,Fly Ball,Flyout,,
164,"Jensen, C. VS Perry, D.",Stanford University vs UCLA,,,00:00:05.9,,"Jensen, C.","Perry, D.",B9,9-2, - ,2,0-0,Foul,Fastball,89,,,,
165,"Jensen, C. VS Perry, D.",Stanford University vs UCLA,,,00:00:05.5,,"Jensen, C.","Perry, D.",B9,9-2, - ,2,0-1,Ball,Fastball,89,,,,
166,"Jensen, C. VS Perry, D.",Stanford University vs UCLA,,,00:00:05.9,,"Jensen, C.","Perry, D.",B9,9-2, - ,2,1-1,Strike Taken,Curveball,74,,,,
167,"Jensen, C. VS Perry, D.",Stanford University vs UCLA,,,00:00:14.7,,"Jensen, C.","Perry, D.",B9,9-2, - ,2,1-2,BIP,Fastball,88,Ground Ball,Double,,
168,"Jensen, C. VS Schrier, C.",Stanford University vs UCLA,,,00:00:05.7,,"Jensen, C.","Schrier, C.",B9,9-2,2B,2,0-0,Ball,Curveball,73,,,,
169,"Jensen, C. VS Schrier, C.",Stanford University vs UCLA,,,00:00:06.6,,"Jensen, C.","Schrier, C.",B9,9-2,2B,2,1-0,Foul,Fastball,87,,,,
170,"Jensen, C. VS Schrier, C.",Stanford University vs UCLA,,,00:00:05.9,,"Jensen, C.","Schrier, C.",B9,9-2,2B,2,1-1,Foul,Slider,76,,,,
171,"Jensen, C. VS Schrier, C.",Stanford University vs UCLA,,,00:00:05.8,,"Jensen, C.","Schrier, C.",B9,9-2,2B,2,1-2,Ball,Fastball,84,,,,
172,"Jensen, C. VS Schrier, C.",Stanford University vs UCLA,,,00:00:07.8,,"Jensen, C.","Schrier, C.",B9,9-2,2B,2,2-2,Strike Swinging,Fastball,86,,,Strikeout,
173,"Jensen, C. VS Lampe, J.",Arizona State University vs Stanford University,,,00:00:05.6,,"Jensen, C.","Lampe, J.",T1,0-0, - ,0,0-0,Strike Taken,Fastball,88,,,,
174,"Jensen, C. VS Lampe, J.",Arizona State University vs Stanford University,,,00:00:05.6,,"Jensen, C.","Lampe, J.",T1,0-0, - ,0,0-1,Foul,Fastball,89,,,,
175,"Jensen, C. VS Lampe, J.",Arizona State University vs Stanford University,,,00:00:05.0,,"Jensen, C.","Lampe, J.",T1,0-0, - ,0,0-2,Ball,Changeup,79,,,,
176,"Jensen, C. VS Lampe, J.",Arizona State University vs Stanford University,,,00:00:09.0,,"Jensen, C.","Lampe, J.",T1,0-0, - ,0,1-2,BIP,Fastball,88,Line Drive,Single,,
177,"Jensen, C. VS Mclain, S.",Arizona State University vs Stanford University,,,00:00:05.5,,"Jensen, C.","Mclain, S.",T1,0-0,1B,0,0-0,Ball,Fastball,88,,,,
178,"Jensen, C. VS Mclain, S.",Arizona State University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Mclain, S.",T1,0-0,1B,0,1-0,Ball,Curveball,73,,,Hit By Pitch,
179,"Jensen, C. VS Long, E.",Arizona State University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Long, E.",T1,0-0,1B-2B,0,0-0,Strike Taken,Curveball,75,,,,
180,"Jensen, C. VS Long, E.",Arizona State University vs Stanford University,,,00:00:06.2,,"Jensen, C.","Long, E.",T1,0-0,1B-2B,0,0-1,Foul,Curveball,75,,,,
181,"Jensen, C. VS Long, E.",Arizona State University vs Stanford University,,,00:00:05.0,,"Jensen, C.","Long, E.",T1,0-0,1B-2B,0,0-2,Ball,Fastball,88,,,Hit By Pitch,
182,"Jensen, C. VS Chong, N.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.2,,"Jensen, C.","Chong, N.",T6,2-0,1B-3B,2,0-0,Strike Taken,Fastball,89,,,,
183,"Jensen, C. VS Chong, N.",Saint Mary's College (CA) vs Stanford University,,,00:00:11.0,,"Jensen, C.","Chong, N.",T6,2-0,1B-3B,2,0-1,BIP,Slider,79,Fly Ball,Flyout,,
184,"Jensen, C. VS Mashore, D.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.1,,"Jensen, C.","Mashore, D.",T7,2-0, - ,0,0-0,Strike Taken,Fastball,89,,,,
185,"Jensen, C. VS Mashore, D.",Saint Mary's College (CA) vs Stanford University,,,00:00:10.9,,"Jensen, C.","Mashore, D.",T7,2-0, - ,0,0-1,BIP,Slider,79,Line Drive,Lineout,,
186,"Jensen, C. VS Espinoza, J.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.1,,"Jensen, C.","Espinoza, J.",T7,2-0, - ,1,0-0,Ball,Fastball,89,,,,
187,"Jensen, C. VS Espinoza, J.",Saint Mary's College (CA) vs Stanford University,,,00:00:04.9,,"Jensen, C.","Espinoza, J.",T7,2-0, - ,1,1-0,Strike Taken,Fastball,88,,,,
188,"Jensen, C. VS Espinoza, J.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.8,,"Jensen, C.","Espinoza, J.",T7,2-0, - ,1,1-1,Strike Swinging,Fastball,89,,,,
189,"Jensen, C. VS Espinoza, J.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.5,,"Jensen, C.","Espinoza, J.",T7,2-0, - ,1,1-2,Ball,Changeup,81,,,,
190,"Jensen, C. VS Espinoza, J.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.1,,"Jensen, C.","Espinoza, J.",T7,2-0, - ,1,2-2,Foul,Fastball,89,,,,
191,"Jensen, C. VS Espinoza, J.",Saint Mary's College (CA) vs Stanford University,,,00:00:08.8,,"Jensen, C.","Espinoza, J.",T7,2-0, - ,1,2-2,Foul,Fastball,90,,,,
192,"Jensen, C. VS Espinoza, J.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.3,,"Jensen, C.","Espinoza, J.",T7,2-0, - ,1,2-2,Ball,Changeup,81,,,,
193,"Jensen, C. VS Espinoza, J.",Saint Mary's College (CA) vs Stanford University,,,00:00:13.4,,"Jensen, C.","Espinoza, J.",T7,2-0, - ,1,3-2,BIP,Fastball,89,Ground Ball,Single,,
194,"Jensen, C. VS Goulart, M.",Saint Mary's College (CA) vs Stanford University,,,00:00:04.8,,"Jensen, C.","Goulart, M.",T7,2-0,1B,1,0-0,Strike Taken,Fastball,90,,,,
195,"Jensen, C. VS Goulart, M.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.1,,"Jensen, C.","Goulart, M.",T7,2-0,1B,1,0-1,Strike Taken,Slider,78,,,,
196,"Jensen, C. VS Goulart, M.",Saint Mary's College (CA) vs Stanford University,,,00:00:04.9,,"Jensen, C.","Goulart, M.",T7,2-0,1B,1,0-2,Strike Swinging,Slider,79,,,Strikeout,
197,"Jensen, C. VS Napier, G.",Saint Mary's College (CA) vs Stanford University,,,00:00:04.7,,"Jensen, C.","Napier, G.",T7,2-0,1B,2,0-0,Strike Taken,Fastball,89,,,,
198,"Jensen, C. VS Napier, G.",Saint Mary's College (CA) vs Stanford University,,,00:00:17.8,,"Jensen, C.","Napier, G.",T7,2-0,1B,2,0-1,BIP,Slider,78,Line Drive,Double,,
199,"Jensen, C. VS Campos, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.0,,"Jensen, C.","Campos, C.",T7,3-0,2B,2,0-0,Strike Taken,Slider,77,,,,
200,"Jensen, C. VS Campos, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:06.0,,"Jensen, C.","Campos, C.",T7,3-0,2B,2,0-1,Ball,Fastball,88,,,,
201,"Jensen, C. VS Campos, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:14.5,,"Jensen, C.","Campos, C.",T7,3-0,2B,2,1-1,BIP,Fastball,87,Ground Ball,Single,,
202,"Jensen, C. VS Almanza, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:04.6,,"Jensen, C.","Almanza, C.",T7,4-0,1B,2,0-0,Ball,Fastball,89,,,,
203,"Jensen, C. VS Almanza, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.2,,"Jensen, C.","Almanza, C.",T7,4-0,1B,2,1-0,Strike Swinging,Fastball,87,,,,
204,"Jensen, C. VS Almanza, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.9,,"Jensen, C.","Almanza, C.",T7,4-0,1B,2,1-1,Strike Swinging,Changeup,80,,,,
205,"Jensen, C. VS Almanza, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:11.2,,"Jensen, C.","Almanza, C.",T7,4-0,1B,2,1-2,BIP,Changeup,80,Ground Ball,Single,,
206,"Jensen, C. VS Santiago, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.4,,"Jensen, C.","Santiago, C.",T7,4-0,1B-2B,2,0-0,Ball,Fastball,88,,,,
207,"Jensen, C. VS Santiago, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.0,,"Jensen, C.","Santiago, C.",T7,4-0,1B-2B,2,1-0,Strike Taken,Fastball,88,,,,
208,"Jensen, C. VS Santiago, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:06.9,,"Jensen, C.","Santiago, C.",T7,4-0,1B-2B,2,1-1,Ball,Fastball,88,,,,
209,"Jensen, C. VS Santiago, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:05.1,,"Jensen, C.","Santiago, C.",T7,4-0,1B-2B,2,2-1,Strike Taken,Slider,78,,,,
210,"Jensen, C. VS Santiago, C.",Saint Mary's College (CA) vs Stanford University,,,00:00:15.0,,"Jensen, C.","Santiago, C.",T7,4-0,1B-2B,2,2-2,BIP,Fastball,89,Fly Ball,Ground Rule Double,,
211,"Jensen, C. VS Meckler, W.",Stanford University vs Oregon State University,,,00:00:05.6,,"Jensen, C.","Meckler, W.",B5,2-2, - ,0,0-0,Ball,Fastball,0,,,,
212,"Jensen, C. VS Meckler, W.",Stanford University vs Oregon State University,,,00:00:05.2,,"Jensen, C.","Meckler, W.",B5,2-2, - ,0,1-0,Strike Taken,Changeup,80,,,,
213,"Jensen, C. VS Meckler, W.",Stanford University vs Oregon State University,,,00:00:05.3,,"Jensen, C.","Meckler, W.",B5,2-2, - ,0,1-1,Ball,Fastball,91,,,,
214,"Jensen, C. VS Meckler, W.",Stanford University vs Oregon State University,,,00:00:05.3,,"Jensen, C.","Meckler, W.",B5,2-2, - ,0,2-1,Ball,Fastball,92,,,,
215,"Jensen, C. VS Meckler, W.",Stanford University vs Oregon State University,,,00:00:05.3,,"Jensen, C.","Meckler, W.",B5,2-2, - ,0,3-1,Strike Taken,Fastball,90,,,,
216,"Jensen, C. VS Meckler, W.",Stanford University vs Oregon State University,,,00:00:06.4,,"Jensen, C.","Meckler, W.",B5,2-2, - ,0,3-2,Foul,Fastball,90,,,,
217,"Jensen, C. VS Meckler, W.",Stanford University vs Oregon State University,,,00:00:08.0,,"Jensen, C.","Meckler, W.",B5,2-2, - ,0,3-2,Foul,Fastball,90,,,,
218,"Jensen, C. VS Meckler, W.",Stanford University vs Oregon State University,,,00:00:05.1,,"Jensen, C.","Meckler, W.",B5,2-2, - ,0,3-2,Ball,Fastball,91,,,Walk,
219,"Jensen, C. VS Boyd, J.",Stanford University vs Oregon State University,,,00:00:05.3,,"Jensen, C.","Boyd, J.",B5,2-2,1B,0,0-0,Ball,Slider,80,,,,
220,"Jensen, C. VS Boyd, J.",Stanford University vs Oregon State University,,,00:00:06.5,,"Jensen, C.","Boyd, J.",B5,2-2,1B,0,1-0,Strike Swinging,Slider,78,,,,
221,"Jensen, C. VS Boyd, J.",Stanford University vs Oregon State University,,,00:00:05.8,,"Jensen, C.","Boyd, J.",B5,2-2,1B,0,1-1,Ball,Fastball,89,,,,
222,"Jensen, C. VS Boyd, J.",Stanford University vs Oregon State University,,,00:00:06.0,,"Jensen, C.","Boyd, J.",B5,2-2,1B,0,2-1,Foul,Fastball,89,,,,
223,"Jensen, C. VS Boyd, J.",Stanford University vs Oregon State University,,,00:00:12.3,,"Jensen, C.","Boyd, J.",B5,2-2,1B,0,2-2,BIP,Slider,78,Fly Ball,Flyout,,
224,"Jensen, C. VS Melton, J.",Stanford University vs Oregon State University,,,00:00:05.3,,"Jensen, C.","Melton, J.",B5,2-2,1B,1,0-0,Ball,Fastball,89,,,,
225,"Jensen, C. VS Melton, J.",Stanford University vs Oregon State University,,,00:00:05.3,,"Jensen, C.","Melton, J.",B5,2-2,1B,1,1-0,Strike Taken,Changeup,80,,,,
226,"Jensen, C. VS Melton, J.",Stanford University vs Oregon State University,,,00:00:05.3,,"Jensen, C.","Melton, J.",B5,2-2,1B,1,1-1,Strike Taken,Slider,75,,,,
227,"Jensen, C. VS Melton, J.",Stanford University vs Oregon State University,,,00:00:05.6,,"Jensen, C.","Melton, J.",B5,2-2,1B,1,1-2,Ball,Changeup,83,,,,
228,"Jensen, C. VS Melton, J.",Stanford University vs Oregon State University,,,00:00:10.9,,"Jensen, C.","Melton, J.",B5,2-2,1B,1,2-2,BIP,Slider,77,Line Drive,Single,,
229,"Jensen, C. VS Van de brake, J.",Washington State University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Van de brake, J.",T9,3-8, - ,0,0-0,Strike Taken,Fastball,89,,,,
230,"Jensen, C. VS Van de brake, J.",Washington State University vs Stanford University,,,00:00:08.7,,"Jensen, C.","Van de brake, J.",T9,3-8, - ,0,0-1,BIP,Slider,80,Ground Ball,Groundout,,
231,"Jensen, C. VS Montez, C.",Washington State University vs Stanford University,,,00:00:04.4,,"Jensen, C.","Montez, C.",T9,3-8, - ,1,0-0,Ball,Fastball,90,,,,
232,"Jensen, C. VS Montez, C.",Washington State University vs Stanford University,,,00:00:04.7,,"Jensen, C.","Montez, C.",T9,3-8, - ,1,1-0,Strike Swinging,Fastball,89,,,,
233,"Jensen, C. VS Montez, C.",Washington State University vs Stanford University,,,00:00:06.2,,"Jensen, C.","Montez, C.",T9,3-8, - ,1,1-1,Foul,Fastball,89,,,,
234,"Jensen, C. VS Montez, C.",Washington State University vs Stanford University,,,00:00:04.7,,"Jensen, C.","Montez, C.",T9,3-8, - ,1,1-2,Ball,Slider,79,,,,
235,"Jensen, C. VS Montez, C.",Washington State University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Montez, C.",T9,3-8, - ,1,2-2,Foul,Fastball,90,,,,
236,"Jensen, C. VS Montez, C.",Washington State University vs Stanford University,,,00:00:09.3,,"Jensen, C.","Montez, C.",T9,3-8, - ,1,2-2,BIP,Slider,81,Fly Ball,Flyout,,
237,"Jensen, C. VS Matthews, B.",Washington State University vs Stanford University,,,00:00:04.6,,"Jensen, C.","Matthews, B.",T9,3-8, - ,2,0-0,Ball,Fastball,91,,,,
238,"Jensen, C. VS Matthews, B.",Washington State University vs Stanford University,,,00:00:05.3,,"Jensen, C.","Matthews, B.",T9,3-8, - ,2,1-0,Foul,Fastball,89,,,,
239,"Jensen, C. VS Matthews, B.",Washington State University vs Stanford University,,,00:00:04.8,,"Jensen, C.","Matthews, B.",T9,3-8, - ,2,1-1,Strike Taken,Changeup,81,,,,
240,"Jensen, C. VS Matthews, B.",Washington State University vs Stanford University,,,00:00:04.7,,"Jensen, C.","Matthews, B.",T9,3-8, - ,2,1-2,Ball,Fastball,89,,,,
241,"Jensen, C. VS Matthews, B.",Washington State University vs Stanford University,,,00:00:04.7,,"Jensen, C.","Matthews, B.",T9,3-8, - ,2,2-2,Ball,Fastball,89,,,,
242,"Jensen, C. VS Matthews, B.",Washington State University vs Stanford University,,,00:00:09.6,,"Jensen, C.","Matthews, B.",T9,3-8, - ,2,3-2,BIP,Fastball,89,Ground Ball,Groundout,,
243,"Jensen, C. VS Van de brake, J.",Washington State University vs Stanford University,,,00:00:08.2,,"Jensen, C.","Van de brake, J.",T9,7-5,1B-2B,2,0-0,BIP,Fastball,89,Ground Ball,Groundout,,
244,"Jensen, C. VS Stancato, K.",Washington State University vs Stanford University,,,00:00:04.8,,"Jensen, C.","Stancato, K.",T10,7-7,2B,0,0-0,Strike Taken,Fastball,89,,,,
245,"Jensen, C. VS Stancato, K.",Washington State University vs Stanford University,,,00:00:07.6,,"Jensen, C.","Stancato, K.",T10,7-7, - ,0,0-1,BIP,Fastball,88,Ground Ball,Groundout,,
246,"Jensen, C. VS Cresswell, W.",Washington State University vs Stanford University,,,00:00:04.9,,"Jensen, C.","Cresswell, W.",T10,7-7, - ,1,0-0,Strike Taken,Fastball,91,,,,
247,"Jensen, C. VS Cresswell, W.",Washington State University vs Stanford University,,,00:00:05.1,,"Jensen, C.","Cresswell, W.",T10,7-7, - ,1,0-1,Ball,Fastball,90,,,,
248,"Jensen, C. VS Cresswell, W.",Washington State University vs Stanford University,,,00:00:08.3,,"Jensen, C.","Cresswell, W.",T10,7-7, - ,1,1-1,BIP,Fastball,89,Ground Ball,Groundout,,
249,"Jensen, C. VS Kolden, K.",Washington State University vs Stanford University,,,00:00:04.7,,"Jensen, C.","Kolden, K.",T10,7-7, - ,2,0-0,Ball,Fastball,90,,,,
250,"Jensen, C. VS Kolden, K.",Washington State University vs Stanford University,,,00:00:04.8,,"Jensen, C.","Kolden, K.",T10,7-7, - ,2,1-0,Strike Swinging,Fastball,88,,,,
251,"Jensen, C. VS Kolden, K.",Washington State University vs Stanford University,,,00:00:05.0,,"Jensen, C.","Kolden, K.",T10,7-7, - ,2,1-1,Strike Taken,Fastball,90,,,,
252,"Jensen, C. VS Kolden, K.",Washington State University vs Stanford University,,,00:00:05.5,,"Jensen, C.","Kolden, K.",T10,7-7, - ,2,1-2,Strike Swinging,Fastball,90,,,Strikeout,
253,"Jensen, C. VS Hainline, E.",Washington State University vs Stanford University,,,00:00:05.5,,"Jensen, C.","Hainline, E.",T11,7-7,2B,0,0-0,Ball,Changeup,78,,,,
254,"Jensen, C. VS Hainline, E.",Washington State University vs Stanford University,,,00:00:05.0,,"Jensen, C.","Hainline, E.",T11,7-7, - ,0,1-0,Strike Taken,Fastball,88,,,,
255,"Jensen, C. VS Hainline, E.",Washington State University vs Stanford University,,,00:00:08.2,,"Jensen, C.","Hainline, E.",T11,7-7, - ,0,1-1,BIP,Fastball,89,Ground Ball,Field Error,,
256,"Jensen, C. VS Smith, J.",Washington State University vs Stanford University,,,00:00:08.6,,"Jensen, C.","Smith, J.",T11,7-7,1B,0,0-0,BIP,Fastball,87,Bunt Ground Ball,Sacrifice Bunt,,
257,"Jensen, C. VS Bullard, T.",Stanford University vs University of Arizona,,,00:00:06.6,,"Jensen, C.","Bullard, T.",B8,3-9,1B-2B,1,0-0,Foul,Curveball,74,,,,
258,"Jensen, C. VS Bullard, T.",Stanford University vs University of Arizona,,,00:00:09.5,,"Jensen, C.","Bullard, T.",B8,3-9,1B-2B,1,0-1,Ball,Curveball,75,,,,
259,"Jensen, C. VS Bullard, T.",Stanford University vs University of Arizona,,,00:00:05.7,,"Jensen, C.","Bullard, T.",B8,3-9,2B-3B,1,1-1,Ball,Fastball,87,,,,
260,"Jensen, C. VS Bullard, T.",Stanford University vs University of Arizona,,,00:00:11.1,,"Jensen, C.","Bullard, T.",B8,3-9,2B-3B,1,2-1,BIP,Fastball,88,Ground Ball,Groundout,,
261,"Jensen, C. VS Turley, N.",Stanford University vs University of Arizona,,,00:00:10.1,,"Jensen, C.","Turley, N.",B8,3-10,2B,2,0-0,BIP,Fastball,89,Ground Ball,Groundout,,
262,"Jensen, C. VS Novitske, S.",University of Oregon vs Stanford University,,,00:00:04.5,,"Jensen, C.","Novitske, S.",T8,3-8,1B-2B,1,0-0,Ball,Slider,73,,,,
263,"Jensen, C. VS Novitske, S.",University of Oregon vs Stanford University,,,00:00:04.9,,"Jensen, C.","Novitske, S.",T8,3-8,1B-2B,1,1-0,Strike Taken,Fastball,87,,,,
264,"Jensen, C. VS Novitske, S.",University of Oregon vs Stanford University,,,00:00:04.2,,"Jensen, C.","Novitske, S.",T8,3-8,1B-2B,1,1-1,Ball,Slider,74,,,,
265,"Jensen, C. VS Novitske, S.",University of Oregon vs Stanford University,,,00:00:12.0,,"Jensen, C.","Novitske, S.",T8,3-8,1B-2B,1,2-1,BIP,Fastball,86,Ground Ball,Single,,
266,"Jensen, C. VS Grant, G.",University of Oregon vs Stanford University,,,00:00:04.4,,"Jensen, C.","Grant, G.",T8,4-8,1B-2B,1,0-0,Strike Taken,Fastball,87,,,,
267,"Jensen, C. VS Grant, G.",University of Oregon vs Stanford University,,,00:00:04.6,,"Jensen, C.","Grant, G.",T8,4-8,1B-2B,1,0-1,Ball,Slider,75,,,,
268,"Jensen, C. VS Grant, G.",University of Oregon vs Stanford University,,,00:00:04.4,,"Jensen, C.","Grant, G.",T8,4-8,1B-2B,1,1-1,Ball,Slider,73,,,,
269,"Jensen, C. VS Grant, G.",University of Oregon vs Stanford University,,,00:00:08.5,,"Jensen, C.","Grant, G.",T8,4-8,1B-2B,1,2-1,BIP,Fastball,0,Ground Ball,Grounded Into Double Play,,
270,"Jensen, C. VS Smith, T.",University of Oregon vs Stanford University,,,00:00:04.1,,"Jensen, C.","Smith, T.",T9,4-10, - ,0,0-0,Ball,Slider,74,,,,
271,"Jensen, C. VS Smith, T.",University of Oregon vs Stanford University,,,00:00:04.5,,"Jensen, C.","Smith, T.",T9,4-10, - ,0,1-0,Strike Taken,Fastball,88,,,,
272,"Jensen, C. VS Smith, T.",University of Oregon vs Stanford University,,,00:00:04.7,,"Jensen, C.","Smith, T.",T9,4-10, - ,0,1-1,Ball,Changeup,79,,,,
273,"Jensen, C. VS Smith, T.",University of Oregon vs Stanford University,,,00:00:04.8,,"Jensen, C.","Smith, T.",T9,4-10, - ,0,2-1,Foul,Fastball,88,,,,
274,"Jensen, C. VS Smith, T.",University of Oregon vs Stanford University,,,00:00:05.9,,"Jensen, C.","Smith, T.",T9,4-10, - ,0,2-2,Foul,Changeup,80,,,,
275,"Jensen, C. VS Smith, T.",University of Oregon vs Stanford University,,,00:00:13.9,,"Jensen, C.","Smith, T.",T9,4-10, - ,0,2-2,BIP,Changeup,79,Fly Ball,Double,,
276,"Jensen, C. VS Shade, C.",University of Oregon vs Stanford University,,,00:00:04.5,,"Jensen, C.","Shade, C.",T9,4-10,2B,0,0-0,Strike Taken,Fastball,87,,,,
277,"Jensen, C. VS Shade, C.",University of Oregon vs Stanford University,,,00:00:04.3,,"Jensen, C.","Shade, C.",T9,4-10,2B,0,0-1,Ball,Slider,73,,,,
278,"Jensen, C. VS Shade, C.",University of Oregon vs Stanford University,,,00:00:09.0,,"Jensen, C.","Shade, C.",T9,4-10,2B,0,1-1,Ball,Changeup,79,,,,
279,"Jensen, C. VS Shade, C.",University of Oregon vs Stanford University,,,00:00:04.7,,"Jensen, C.","Shade, C.",T9,4-10,3B,0,2-1,Strike Swinging,Fastball,87,,,,
280,"Jensen, C. VS Shade, C.",University of Oregon vs Stanford University,,,00:00:04.9,,"Jensen, C.","Shade, C.",T9,4-10,3B,0,2-2,Strike Taken,Fastball,89,,,Strikeout,
281,"Jensen, C. VS Milone, B.",University of Oregon vs Stanford University,,,00:00:04.5,,"Jensen, C.","Milone, B.",T9,4-10,3B,1,0-0,Strike Taken,Fastball,87,,,,
282,"Jensen, C. VS Milone, B.",University of Oregon vs Stanford University,,,00:00:04.3,,"Jensen, C.","Milone, B.",T9,4-10,3B,1,0-1,Ball,Slider,78,,,,
283,"Jensen, C. VS Milone, B.",University of Oregon vs Stanford University,,,00:00:12.7,,"Jensen, C.","Milone, B.",T9,4-10,3B,1,1-1,BIP,Slider,75,Fly Ball,Flyout,,
